label,name,subject,x,y
0.0,102586,Giants Win The Pennant,-0.0584865638066,0.0640187381073
0.0,102587,Re Minnesota Pitching,-0.066056856027,0.0677953805301
0.0,102588,Brewers injuries,-0.0318057775711,0.016519999176
0.0,102589,Binaca Blast Deep Drive Derby BBDDD Returns,-0.0378216076107,0.0155643296826
0.0,102590,Re DESIGNATED HITTER RULE,-0.0852215168727,0.0529148526881
0.0,102591,ATAS N L games standings of all,-0.0808124232495,0.157486414981
0.0,102592,Bill James Player Rating Book,-0.00926129866189,0.0396415890464
0.0,102593,Dodgers newsletter,-0.0266105609441,-0.00692140796321
0.0,102594,MARLINS WIN MARLINS WIN,-0.0680716786283,0.0398670688494
0.0,102595,Re NO JOKE ROCKIES HAVE ATTENDANCE RECORD,-0.0587046804726,0.0590034618024
0.0,102596,Re Tickets etc,-0.0029304525767,0.0859260845247
0.0,102597,Scott Erickson,-0.0360242505135,-0.0226853125812
0.0,102598,Re ESPN TBS GAMES,-0.0511508900494,0.0176162650209
0.0,102599,Re Finnally the Phils have support,-0.0697473162073,0.0922263854239
0.0,102600,With a surge in the last two weeks,-0.0384724670185,-0.00739656351493
0.0,102601,quick way to tell if your local beat writer is dumb,-0.0199325679618,0.0298300272215
0.0,102602,Re Mike Francesa s Predictions,-0.0383452102835,0.0651374267113
0.0,102603,Re Finnally the Phils have support,-0.0709003573512,0.0631145206924
0.0,102604,Re Young Catchers,-0.0591688102025,0.108278853095
0.0,102605,Re NL East Champion PHILLIES,-0.0464636822019,0.0180451468247
0.0,102606,Re Mike Francesa s Predictions,-0.0481563398363,-0.0160671244936
0.0,102607,A Move we won t see was Why The RedFlops Can but won t win,-0.0479847288524,0.0480295287063
0.0,102608,Re My Belated Predictions NL,-0.0633461126619,0.14039335378
0.0,102609,Re ESPN and Expansion,-0.0692922015402,0.131630652282
0.0,102610,Rockies opening day cast,-0.0398512952675,0.0781260338198
0.0,102611,Rockies and Rangers fans Please help me,-0.0558726828093,0.0144697686229
0.0,102612,Opening Day of,-0.0326123719171,0.047560735785
0.0,102613,Re Wohlers to minors,-0.0576685382446,0.0167587415483
0.0,102614,Re Minnesota Pitching,-0.0577350788549,0.0683278859114
0.0,102615,Re My Belated Predictions NL,-0.0273610963382,0.0435335139991
0.0,102616,Re With a surge in the last two weeks,-0.0426143288406,0.00460710105175
0.0,102617,Where can I find baseball statistics,-0.04322611674,0.0996497946388
0.0,102618,Grateful Dead,-0.0249846255876,0.0187354931125
0.0,102619,G Williams sent down Yanks win AL East,-0.055934980388,0.0664734569817
0.0,102620,Re Bo was a good player you shorts plus idiots,-0.0752602711243,0.123709733438
0.0,102621,Re Young Catchers,-0.0339039243602,0.105975676134
0.0,102622,Re quick way to tell if your local beat writer is dumb,-0.0571255822485,0.047831754312
0.0,102623,Re Young Catchers,-0.0444721445574,0.0749559452098
0.0,102624,Red Sox win st,-0.0553844959833,0.0518319914358
0.0,102625,Re quick way to tell if your local beat writer is dumb,-0.0270651036944,0.0237105615752
0.0,102626,Re Young Catchers,-0.0146323169378,0.014057665469
0.0,102627,Re Finnally the Phils have support,-0.079389483896,0.119051026932
0.0,102628,New Uniforms,-0.0507920004232,0.0872136329523
0.0,102629,Re Players Overpaid,-0.052809142199,0.0807555452099
0.0,102630,Vegas odds,-0.0202542153123,-0.0279096297564
0.0,102631,rec sport baseball fantasy,-0.0271937782693,0.0803426117951
0.0,102632,Jim Lefebvre is an idiot,-0.0640888339517,0.121610190301
0.0,102633,Re Best Second Baseman,-0.0415130782713,0.0980679723707
0.0,102634,Re Jim Lefebvre is an idiot,-0.0709854117817,0.084121002743
0.0,102635,Re Giants GM Quinn is a genius,-0.0556551109063,0.0498832890135
0.0,102636,Re harry and candy,-0.0268273990828,0.0212457944163
0.0,102637,A L East is best in baseball,-0.0572248961138,0.0756456847753
0.0,102638,Re My Belated Predictions NL,-0.0393373189706,0.0968929369118
0.0,102639,Re quick way to tell if your local beat writer is dumb,-0.0176784119639,0.0265573878583
0.0,102640,Phils are still looking immaculate,-0.040832638434,0.0469000699151
0.0,102641,Quick easy question,-0.0169291195624,-0.000654456963922
0.0,102642,Re Finnally the Phils have support,-0.00371169546518,-0.00205280282528
0.0,102643,Re quick way to tell if your local beat writer is dumb,-0.0213979002682,0.0289117858426
0.0,102644,Re Quick easy question,-0.0246395795807,-0.00616187927165
0.0,102645,Trivia Question,-0.0159540053266,0.0495661323908
0.0,102646,Re Best Second Baseman,-0.0235463167899,0.0692375503571
0.0,102647,Re ESPN and Expansion,-0.0821974938213,0.14794087434
0.0,102648,Re Bo was a good player you shorts plus idiots,-0.0593342561411,0.156299477054
0.0,102649,Re My Belated Predictions NL,-0.0505852926609,0.13129413297
0.0,102650,Re Jim Lefebvre is an idiot,-0.04569207523,0.0913069106924
0.0,102651,Re New Uniforms,-0.0501810352735,0.0921878210579
0.0,102652,Re Jim Lefebvre is an idiot,-0.0561087085822,0.0592415326072
0.0,102653,Re Billy gets cheers in Baltimore,-0.0597829958569,0.0915696082479
0.0,102654,Re quick way to tell if your local beat writer is dumb,-0.0210344931155,0.0349453992058
0.0,102655,Re DESIGNATED HITTER RULE,-0.0802883667133,0.0400549386002
0.0,102656,Re Rickey Henderson,-0.0564180110398,0.00516476088217
0.0,102657,Re DESIGNATED HITTER RULE,-0.0403626226349,0.0284275162588
0.0,102658,Re Why The RedFlops Can but won t win,-0.0752865372942,0.0838721058849
0.0,102659,Re David Wells,-0.0410941533302,0.0365108491566
0.0,102660,Re Cleveland tragedy,-0.0340887300848,-0.0248484823023
0.0,102661,Re Pinch Hitters WAS Re Denny Walling,-0.0673741786177,0.112889648402
0.0,102662,Re MARLINS WIN MARLINS WIN,-0.0773958201238,0.0496098444836
0.0,102663,Re New Uniforms,-0.0344309239601,0.0610688543611
0.0,102664,O s lose openr at home to Rangers,0.00468098321574,-0.0505735018487
0.0,102665,MLB logos Part,-0.0248018522773,-0.0116511403886
0.0,102666,My Predictions,-0.0597825362987,0.11534821185
0.0,102667,day day day disabled list questions,-0.0175807357702,0.00282392324992
0.0,102668,Re Young Catchers,-0.0639156299258,0.163377062265
0.0,102669,Re Young Catchers,-0.0427129644533,0.0652699516528
0.0,102670,MLB Standings and Scores for Tue Apr th,-0.0245445628093,0.0444122144701
0.0,102671,Braves win opener,-0.0407944332906,0.1175624365
0.0,102672,Re Rickey Henderson,-0.03427886569,0.0235369076191
0.0,102673,White Sox Mailing List,-0.0206419077854,-0.0234712435629
0.0,102674,Re New Uniforms,-0.0277933542286,-0.00620480602639
0.0,102675,HELP looking for Cleveland Sports Mailing List Info,-0.0370596822837,-0.0190892604174
0.0,102676,Re Brewer Notes,-0.06277699069,0.0663244353656
0.0,102677,Re Grateful Dead,-0.020989917756,0.00427777912515
0.0,102678,Re day day day disabled list questions,-0.0308664396239,0.0375152301808
0.0,102679,re Mo Sanford,-0.0603520290879,-0.0297626902333
0.0,102680,Re My Predictions For,-0.0633318836264,0.0425633040071
0.0,102681,Re New Uniforms,-0.0365302478634,-0.0182750053592
0.0,102682,Re Jim Lefebvre is an idiot,-0.0663330519518,0.0347623491056
0.0,102683,Re MARLINS WIN MARLINS WIN,-0.0682428786602,0.0166784409271
0.0,102684,Re harry and candy,-0.0317870888175,-0.0101146802579
0.0,102685,Re Young Catchers,-0.0700304212772,0.12030307843
1.0,53293,Re Gun Control was Re We re Mad as Hell at the TV News,0.181029554331,0.0501474733223
1.0,53294,Re Gun Control was Re We re Mad as Hell at the TV News,0.196288709607,0.0448656244906
1.0,53295,Re Gun Control was Re We re Mad as Hell at the TV News,0.207316917573,0.0480198309025
1.0,53296,Vancouver Seattle Study Critiques,0.159278627782,0.0285115421001
1.0,53297,Waco dates are these coincidental,0.042828272196,0.0123072783947
1.0,53298,Re Gov t break ins Re minutes,0.011843879408,-0.0206223382891
1.0,53299,Re Gun Control was Re We re Mad as Hell at the TV News,0.195553104695,0.0409624349244
1.0,53300,Re WACO The Militia Assembles,-0.002880300321,-0.0284309458591
1.0,53301,Re Gun Nuts and Holly Silva,0.000360140364668,-0.0312319846384
1.0,53302,Re ACLU was Re Waco Shootout,0.0135430970254,-0.0369662973503
1.0,53303,Re IMPORTANT HOLLY SILVA INFORMATION,0.00920034525763,-0.0475133245494
1.0,53304,Re ATF suspects drug lab in compound,-0.0196571168935,-0.0298509863329
1.0,53308,Re Threatening Gun Owners,0.0445756176141,-0.0489312049882
1.0,53309,Re Waco Shootout Highlights Total Irresponsibility of the,-0.0181063841358,-0.00801986781814
1.0,53310,Tx Senator Bob Krueger RTKBA statement,-0.00888404860581,0.00492548184277
1.0,53311,Re Govs Florio Wilder Hit Airwaves In Support of Brady Bill,0.0625927263054,-0.00553560589452
1.0,53312,Re I believe in gun control,0.0163048989504,-0.0396840701138
1.0,53313,Re Lavishly Funded Gun Epidemic Propaganda Campaign to Commence,0.126459939036,0.0194979235662
1.0,53314,Re Govs Florio Wilder Hit Airwaves In Support of Brady Bill,0.0110917527813,0.0110545471352
1.0,53315,Re Waco dates are these coincidental,0.0574679020517,0.0168623783107
1.0,53316,Re NRA Fucks Up Bigtime,-0.0119097693317,-0.0628936980633
1.0,53317,FFL gunsmithing questions,-0.0146636901732,-0.0174201486084
1.0,53318,Re Gun Control was Re We re Mad as Hell at the TV News,0.137387522969,0.0324547409383
1.0,53319,Re Bill Blame America First Clinton Strikes Again,0.0822585993944,0.01466288596
1.0,53320,Re Fwd FREE NRA MEMBERSHIP OFFER,0.0217408230197,-0.0220009542629
1.0,53321,Re the usual,0.095228286073,-0.0155286099968
1.0,53322,Re Gun Control was Re We re Mad as Hell at the TV News,0.156773243211,0.0467701908672
1.0,53323,Re Gun Control was Re We re Mad as Hell at the TV News,0.177122289698,0.052442824022
1.0,53324,Re Gun Control was Re We re Mad as Hell at the TV News,0.171919156621,0.0644360935586
1.0,53325,Re Bill Blame America First Clinton Strikes Again,0.105007689226,0.0249717627846
1.0,53326,Re Gov t break ins Re minutes,0.0453029051202,-0.0193882854098
1.0,53327,Re Gun Control was Re We re Mad as Hell at the TV News,0.136899887528,0.0495687785145
1.0,53328,Re Gun Control was Re We re Mad as Hell at the TV News,0.153227906682,0.0312077219179
1.0,53329,Re A universal RIGHT to bear arms NOT,-0.0059210148065,-0.0243105325567
1.0,53330,Re Gov t break ins Re minutes,0.00430421201805,-0.0402403014192
1.0,53331,Re a universal RIGHT to bear arms NOT,0.0343376332793,-0.0345331678063
1.0,53332,Re ACLU was Re Waco Shootout,0.00649185025854,-0.0510275723495
1.0,53333,Re Gov t break ins Re minutes,0.0364183727216,-0.0298642742933
1.0,53334,None,0.063482491976,-0.0138091753941
1.0,53335,Re the usual,0.0312752513522,-0.0315319503709
1.0,53336,Re Another NYTimes Yellow Sheet Editorial,0.0295680861947,-0.0379093460389
1.0,53337,Re Waco dates are these coincidental,0.0167122537321,0.00222647043158
1.0,53338,Re Gun Control proud to be a Canuck,0.0236508502028,0.0192263211304
1.0,53339,Questions to Ponder,0.00954662777063,-0.00569296260927
1.0,53340,Re Gun Control proud to be a Canuck,0.0324343378298,0.00699562438066
1.0,53343,Re the usual,0.0541983973942,-0.00978552989047
1.0,53344,Re the usual,0.0152226528711,-0.014053673239
1.0,53345,Re Waco Shootout Highlights Total Irresponsibility of the,0.0352493520134,0.00300419662746
1.0,53346,Re Washington State,0.00986893412564,-0.0541470869361
1.0,53347,Re Gov t break ins Re minutes,0.0595243598199,-0.0271557341819
1.0,53348,thanks to poster of NY Times article on ATF in Texas,0.013985055374,-0.0225338652297
1.0,53349,Re RKBA on NYC radio station,0.0276979909622,0.0183244473208
1.0,53350,Re Founding Father questions,0.0115660114064,-0.0177976411009
1.0,53352,Re Gun Control was Re We re Mad as Hell at the TV News,0.159696780144,0.0363571657844
1.0,53353,Re Gun Control was Re We re Mad as Hell at the TV News,0.137484447755,0.0520267733554
1.0,53354,Armed Citizen April,0.0446417140463,0.0141431626414
1.0,53355,Re Founding Father questions,0.0156217576991,-0.024285901227
1.0,53356,Re Gun Control was Re We re Mad as Hell at the TV News,0.167648802713,0.0442051323378
1.0,53357,Re Gun Control was Re We re Mad as Hell at the TV News,0.137917764651,0.0718483516118
1.0,53358,Re the usual,0.0476489090443,0.00440929187627
1.0,53359,Re Statement of Sarah Brady Regarding Texas State Carrying Concealed Legislation,0.092263137479,0.00803847273573
1.0,53361,Re What if the Dividians were black,0.0435182052595,-0.0403147502597
1.0,53362,Re Gun Control was Re We re Mad as Hell at the TV News,0.184324536835,0.045519989405
1.0,53363,Re Gun Control was Re We re Mad as Hell at the TV News,0.134027363275,0.0682034366559
1.0,53364,Re Nazi memoribilia,-0.0203217785556,-0.0107954749203
1.0,53365,Re Nazi memoribilia,0.0038329326818,0.0155164819969
1.0,53366,National Crime Survey,0.0461620664258,0.0166637753561
1.0,53367,Re Do they really believe,0.0570869650165,-0.00979036341795
1.0,53368,Re Gun Control proud to be a Canuck,0.0443928146305,-0.00653066516682
1.0,53369,Re I believe in gun control,0.0931152453857,0.00131997002965
1.0,53370,Re Lavishly Funded Gun Epidemic Propaganda Campaign to Commence,0.115844909914,0.0121623029639
1.0,53371,Re Gun Control proud to be a Canuck,0.0374382249093,0.0125447728028
1.0,53372,Re Gun Control,0.158774452939,0.0176417356291
1.0,53373,Re Another NYTimes Yellow Sheet Editorial,0.019056875867,-0.0668404111146
1.0,54116,Re My Gun is like my American Express Card,0.0329971711758,0.0329554421393
1.0,54117,Letter to a Liberal Colleague L Neil Smith,0.0840401525755,0.00346876383497
1.0,54118,Re Ban All Firearms,0.0224092670471,0.00594675501171
1.0,54119,Re That silly outdated Bill was Re Koresh and Miranda,0.0645225320363,-0.00117353050238
1.0,54120,Re My Gun is like my American Express Card,0.0428836017085,0.0406082601792
1.0,54121,Re My Gun is like my American Express Card,0.0299249916285,0.0123132860425
1.0,54122,Re My Gun is like my American Express Card,0.0178826534794,0.00429357521579
1.0,54123,Re Ban All Firearms,0.00869347632673,0.015172973911
1.0,54124,Re The pill for Deer No Hunting,-0.00195045205914,-0.0296534244676
1.0,54125,Re Non lethal alternatives to handguns,0.0823084674338,-0.0398152455428
1.0,54126,Re High Power Assault guns,0.0129026006656,-0.0192691733399
1.0,54127,Re My Gun is like my American Express Card,0.0565128501154,0.028772081698
1.0,54128,Re My Gun is like my American Express Card,0.0269263604837,0.0425936982731
1.0,54129,Re Non lethal alternatives to handguns,0.0109097175409,-0.0249868860188
1.0,54130,Re The pill for Deer No Hunting,0.0539456766345,-0.0218784773878
1.0,54131,Re Boston Gun Buy Back,0.0416241309261,0.00982388861901
1.0,54132,Re My Gun is like my American Express Card,0.0831520296648,0.0246585796538
1.0,54133,Re Gun Talk Legislative Update for States,0.0253013749235,-0.0442257564413
1.0,54134,Re That silly outdated Bill was Re Koresh and Miranda,-0.00838339915728,-0.0292891950529
1.0,54135,Re The pill for Deer No Hunting,0.0380922896424,-0.00505181010938
1.0,54136,Re The pill for Deer No Hunting,0.00411601509963,-0.039735551461
1.0,54137,Re Ban All Firearms,0.0209279575512,-0.00729791797329
1.0,54138,Re Non lethal alternatives to handguns,0.0702024775626,-0.0308502302822
1.0,54139,Re The pill for Deer No Hunting,0.0354779822787,-0.0117800868084
1.0,54140,CNN for sale,0.0144597580782,0.00553374639444
1.0,54141,Re With Friends Like The,0.0414567014103,0.00983038510945
2.0,59014,Re MORBUS MENIERE is there a real remedy,-0.000422495229874,-0.0325325581699
2.0,59015,Re Hernia,-0.0295835079174,-0.0356532101305
2.0,59016,Re Lasers for dermatologists,0.00944338526737,-0.00633082574885
2.0,59017,Re eye dominance,-0.0180404077832,0.00125560717764
2.0,59018,Re Bursitis and laser treatment,-0.0144286427676,-0.0569800850279
2.0,59019,Re Krillean Photography,-0.0282386131593,-0.0315654232161
2.0,59020,rd CFV and VOTE ACK misc health diabetes,-0.0434327085667,-0.0847480955051
2.0,59021,RESULT sci life extension passes,-0.0450240377099,-0.0766748648926
2.0,59022,Re Krillean Photography,-0.049118183451,-0.0507254064073
2.0,59023,Re Candida Albicans what is it,-0.0366439689905,-0.0541129614707
2.0,59024,Re Is MSG sensitivity superstition,-0.000594790134964,-0.0652147789894
2.0,59025,Re OB GYN residency,-0.0263068090788,-0.0212269985477
2.0,59026,Re Is MSG sensitivity superstition,-0.0133222158821,-0.0528752059512
2.0,59027,Re Krillean Photography,-0.00250816910618,-0.0279455861503
2.0,59028,Re Is MSG sensitivity superstition,-0.0139114791336,-0.0622304512442
2.0,59029,Re Krillean Photography,-0.0318643784073,-0.0470613258415
2.0,59030,Re OCD,0.00406501192284,-0.0346649085686
2.0,59031,Re Is MSG sensitivity superstition,-0.00680444542996,-0.0656989390753
2.0,59032,Cost of Roxonal,-0.0333555304533,-0.0279549807043
2.0,59033,seizures infantile spasms,-0.0278720740208,-0.0863234771677
2.0,59034,Good Grief was Re Candida Albicans what is it,-0.0270013587722,-0.0789783747481
2.0,59035,Proventil Inhaler,-0.0597057858182,-0.010651063974
2.0,59036,Re Barbecued foods and health risk,-0.0128921808269,-0.0227452096967
2.0,59037,Re My New Diet IT WORKS GREAT,-0.060828833683,-0.126662196871
2.0,59038,Re How to Diagnose Lyme really,-0.0761212229728,-0.113270660649
2.0,59039,Re Could this be a migraine,-0.0491090995763,-0.0851609551184
2.0,59040,Re Cause of mental retardation,-0.0464901076744,-0.0968705003042
2.0,59041,Re Paxil request,-0.00897508886914,-0.0170259506138
2.0,59042,Re Barbecued foods and health risk,0.00669660227233,-0.0512216252435
2.0,59043,Do we need a Radiologist to read an Ultrasound,-0.0119617828406,-0.0820249909919
2.0,59044,Re Good Grief was Re Candida Albicans what is it,-0.0174110705831,-0.0668263923852
2.0,59045,Re How to Diagnose Lyme really,-0.0443287519339,-0.0963977366769
2.0,59046,Re Barbecued foods and health risk,-0.0252802249132,-0.0695409016265
2.0,59047,Any info on Vasomotor Rhinitis,-0.016974904047,-0.0490989075864
2.0,59048,Bates Method for Myopia,-0.0154074932718,-0.0263885120944
2.0,59049,Re Good Grief was Re Candida Albicans what is it,-0.0100224457471,-0.0711466322123
2.0,59050,STAR GARTDS sp Info wanted,-0.01411422261,-0.0244525219815
2.0,59051,Re seizures infantile spasms,-0.0359126283632,-0.0692646027413
2.0,59052,accupuncture and AIDS,-0.00618378913792,-0.0493196277131
2.0,59053,Re Any info on Vasomotor Rhinitis,-0.0236222345517,-0.054490999767
2.0,59054,Ovarian cancer treatment centers,-0.0119263577747,-0.0413274616216
2.0,59055,Broken rib,-0.0174774538373,-0.0341974596199
2.0,59056,Re accupuncture and AIDS,0.00235891307536,-0.0635403272119
2.0,59057,Hismanal et al side effects,-0.0184441100723,-0.0400746034809
2.0,59058,Re Endometriosis,-0.0319973537174,-0.0396566671973
2.0,59059,Questions about SPECT imaging,-0.0108178738604,-0.0248667672929
2.0,59060,Mind Machines,0.017300747936,-0.0507653841864
2.0,59061,Re Paxil request,-0.00755744483941,-0.0404137246171
2.0,59062,Burzynski s Antineoplastons,-0.016989090486,-0.0734915362665
2.0,59063,Re Do we need a Radiologist to read an Ultrasound,-0.00818271521595,-0.0851557539509
2.0,59064,Altitude adjustment,-0.0122791286006,0.00906117957316
2.0,59065,Re Any info on Vasomotor Rhinitis,-0.00380792232324,-0.109880370717
2.0,59066,Relief of Pain Caused by Cancer,0.00840414340502,-0.0419192483627
2.0,59067,Acutane Fibromyalgia Syndrome and CFS,0.00342535694058,-0.0578188071937
2.0,59068,Re Krillean Photography,-0.0177401571037,-0.00839554420154
2.0,59069,Re Good Grief was Re Candida Albicans what is it,-0.0129724825988,-0.0769865539964
2.0,59070,Re Hismanal et al side effects,-0.00916413273301,-0.0572891457566
2.0,59071,Re Is MSG sensitivity superstition,0.0144014211548,-0.0284156679767
2.0,59072,Re Eumemics was Eugenics,-5.70796798597e-06,-0.00286261644464
2.0,59073,Re Is MSG sensitivity superstition,-0.00515127074121,-0.0500423861038
2.0,59074,Re Krillean Photography,-0.0385702137697,-0.0495889879207
2.0,59075,Home Medical Tests,-0.026302845698,-0.0621496675253
2.0,59076,Selective Placebo,-0.01581378476,-0.0663992132346
2.0,59077,Re My New Diet IT WORKS GREAT,-0.0635004819464,-0.130066732947
2.0,59078,Re Broken rib,-0.0405167456836,-0.0672777868641
2.0,59079,Re Altitude adjustment,-0.00805016877619,-0.00867973656408
2.0,59080,HELP for Kidney Stones,-0.0385619148248,-0.0577933761644
2.0,59081,STARGARDTS DISEASE,-0.0160122878316,-0.0481199200335
2.0,59082,Re Selective Placebo,0.00279288594909,-0.0504594902529
2.0,59083,sudden numbness in arm,0.00498428246527,-0.00420786745248
2.0,59084,Re Good Grief was Re Candida Albicans what is it,-0.0295746010643,-0.0298300111234
2.0,59085,Re Good Grief was Re Candida Albicans what is it,-0.024336691387,-0.0307915777228
2.0,59086,Modified sense of taste in Cancer pt,-0.0124464466654,-0.0624124287662
2.0,59087,Should I be angry at this doctor,-0.0230629304616,-0.0405681038217
2.0,59088,RE alt psychoactives,0.00162803457905,-0.0129792121828
2.0,59089,Re Should I be angry at this doctor,0.00207625889686,-0.0208624793229
2.0,59090,Re Acutane Fibromyalgia Syndrome and CFS,-0.00725684594904,-0.0155065010376
2.0,59091,Re Good Grief was Re Candida Albicans what is it,-0.020421761055,-0.0426403936535
2.0,59092,Re Thrush was Good Grief was Re Candida Albicans what is it,-0.0192023005797,-0.0341257951167
2.0,59093,Need Reference Multiple Personalities Disorders and Allergies,-0.00644031450228,-0.0646294546586
2.0,59094,Re My New Diet IT WORKS GREAT,-0.0648886092024,-0.096303066544
2.0,59095,Re food related seizures,-0.0749376409558,-0.102024945552
2.0,59096,Re HELP for Kidney Stones,-0.0711156635751,-0.134004823768
2.0,59097,GETTING AIDS FROM ACUPUNCTURE NEEDLES,-0.000307977066815,-0.0476031467213
2.0,59098,Re Do we need a Radiologist to read an Ultrasound,-0.0242633924048,-0.0725531840488
2.0,59099,Corneal erosion abrasions,-0.0263211489687,-0.0176346666514
2.0,59100,Re Altitude adjustment,-0.013698094513,0.00949979421762
2.0,59101,Re Good Grief was Re Candida Albicans what is it,-0.0287079844136,-0.0514289848333
2.0,59102,Re Burzynski s Antineoplastons,0.000573833869281,-0.0375017691707
2.0,59103,oxaprozin,0.0078659019989,-0.0471680708944
2.0,59104,Thrush was Good Grief was Re Candida Albicans what is it,-0.0215979220695,-0.0431593130373
2.0,59105,Re Barbecued foods and health risk,0.00491095400954,-0.0759933559156
2.0,59106,Re seizures infantile spasms,-0.06883707052,-0.132343690547
2.0,59107,Re How to Diagnose Lyme really,-0.0660316640607,-0.146795251142
2.0,59108,Re OB GYN residency,-0.0356621520173,-0.076972465902
2.0,59109,Re liver spots,-0.0585007979003,-0.136269058524
2.0,59110,Re Dana Faber Cancer Institute,-0.0228327149356,-0.0705230790508
2.0,59111,Re food related seizures,-0.0304245375301,-0.0309806879279
2.0,59112,Imitrex and heart attacks,0.0142148226733,-0.0274174080802
2.0,59113,Re Is MSG sensitivity superstition,-0.0251825862414,-0.0869506439355
